'Time and date','FP1-F7','F7-T7','T7-P7','P7-O1','-','FP1-F3','F3-C3','C3-P3','P3-O1','-','FZ-CZ','CZ-PZ','-','FP2-F4','F4-C4','C4-P4','P4-O2','-','FP2-F8','F8-T8','T8-P8','P8-O2','-','P7-T7','T7-FT9','FT9-FT10','FT10-T8','T8-P8'
'[17:57:21.035 10/08/2055]',-182.076,-102.369,-30.867,-13.284,0.000,-194.969,-80.879,-74.237,21.880,0.000,-58.217,-78.926,0.000,-194.969,-60.171,-49.621,7.033,0.000,-155.116,-108.230,-54.310,19.536,0.000,30.867,-11.722,-14.847,1.172,-54.310
'[17:57:21.039 10/08/2055]',-173.871,-113.700,-24.225,-10.940,0.000,-215.287,-73.065,-62.515,27.350,0.000,-54.310,-73.065,0.000,-194.188,-55.482,-48.449,1.954,0.000,-159.023,-99.634,-49.231,12.112,0.000,24.225,-1.563,-29.304,7.424,-49.231
'[17:57:21.043 10/08/2055]',-151.990,-119.560,-37.118,-5.861,0.000,-231.697,-64.469,-53.138,33.211,0.000,-54.701,-69.158,0.000,-195.751,-51.966,-46.886,7.033,0.000,-162.149,-92.991,-51.184,18.755,0.000,37.118,-11.722,-30.085,1.563,-51.184
'[17:57:21.047 10/08/2055]',-165.665,-110.183,-46.496,-11.722,0.000,-253.187,-73.455,-35.556,27.741,0.000,-53.138,-69.939,0.000,-206.300,-56.264,-50.403,-7.033,0.000,-166.056,-104.713,-57.827,7.814,0.000,46.496,-5.861,-37.509,-10.549,-57.827
'[17:57:21.051 10/08/2055]',-199.658,-85.177,-41.807,-17.192,0.000,-266.862,-77.753,-23.053,23.443,0.000,-49.621,-67.204,0.000,-227.009,-60.171,-44.933,6.252,0.000,-165.275,-120.733,-61.734,22.271,0.000,41.807,-10.159,-33.602,-5.470,-61.734
'[17:57:21.055 10/08/2055]',-143.394,-174.261,-30.867,-26.569,0.000,-267.643,-73.065,-37.900,3.126,0.000,-53.529,-70.720,0.000,-225.446,-60.952,-48.840,11.722,0.000,-175.824,-105.885,-75.800,33.993,0.000,30.867,15.629,-42.198,-1.563,-75.800
'[17:57:21.059 10/08/2055]',-192.625,-139.487,-22.271,-34.774,0.000,-265.299,-70.330,-42.589,-10.159,0.000,-51.966,-76.190,0.000,-210.989,-64.860,-58.999,-0.391,0.000,-177.778,-101.587,-85.958,28.913,0.000,22.271,17.582,-30.867,-4.298,-85.958
'[17:57:21.063 10/08/2055]',-140.659,-176.996,-16.801,-39.072,0.000,-257.485,-62.906,-39.853,-12.503,0.000,-45.714,-78.144,0.000,-203.956,-63.297,-64.469,-10.549,0.000,-180.122,-98.852,-90.256,25.397,0.000,16.801,12.503,-27.350,-9.768,-90.256
'[17:57:21.066 10/08/2055]',-76.190,-238.730,-5.861,-34.383,0.000,-308.669,-1.172,-33.211,-12.112,0.000,-42.979,-78.144,0.000,-202.393,-48.840,-70.720,-16.801,0.000,-150.427,-107.839,-101.197,20.317,0.000,5.861,50.794,-35.946,-8.987,-101.197
'[17:57:21.070 10/08/2055]',-178.950,-122.686,-18.364,-29.304,0.000,-269.206,-18.755,-53.529,-7.424,0.000,-49.231,-85.568,0.000,-204.347,-55.482,-75.409,-8.987,0.000,-151.209,-120.342,-105.885,31.258,0.000,18.364,3.126,-12.894,-7.033,-105.885
'[17:57:21.074 10/08/2055]',-215.287,-98.462,1.954,-42.589,0.000,-187.937,-83.223,-61.734,-20.317,0.000,-52.747,-92.991,0.000,-201.612,-66.422,-63.687,-20.708,0.000,-142.222,-129.328,-101.978,19.536,0.000,-1.954,-1.563,-0.781,0.000,-101.978
'[17:57:21.078 10/08/2055]',-191.453,-117.998,-18.364,-47.668,0.000,-293.822,-44.933,-19.536,-16.801,0.000,-52.747,-84.005,0.000,-247.717,-60.562,-46.105,-18.755,0.000,-110.183,-165.665,-116.044,17.582,0.000,18.364,44.933,-42.198,-8.987,-116.044
'[17:57:21.082 10/08/2055]',-186.374,-126.593,-46.886,-55.873,0.000,-289.524,-79.707,-19.145,-26.569,0.000,-59.780,-86.349,0.000,-273.114,-63.687,-33.602,-16.801,0.000,-53.919,-223.101,-121.514,9.377,0.000,46.886,6.642,-11.722,-10.549,-121.514
'[17:57:21.086 10/08/2055]',-122.686,-189.890,-47.277,-55.482,0.000,-302.808,-103.150,14.066,-23.443,0.000,-57.436,-82.051,0.000,-270.769,-71.502,-27.741,-23.834,0.000,-75.800,-175.433,-145.739,1.954,0.000,47.277,48.059,-66.422,33.602,-145.739
'[17:57:21.090 10/08/2055]',-105.495,-126.984,-126.593,-52.747,0.000,-382.515,-45.324,33.602,-18.755,0.000,-48.840,-72.283,0.000,-293.822,-50.012,-37.900,-25.788,0.000,-58.608,-180.904,-175.433,6.252,0.000,126.593,0.000,-70.330,28.523,-175.433
'[17:57:21.094 10/08/2055]',-174.261,-85.177,-125.421,-27.350,0.000,-298.120,-103.541,1.172,-12.894,0.000,-54.310,-77.363,0.000,-310.623,-41.416,-44.151,-13.284,0.000,-64.860,-161.368,-205.910,21.099,0.000,125.421,-22.271,-24.225,56.264,-205.910
'[17:57:21.098 10/08/2055]',-221.538,-132.063,-44.151,-24.615,0.000,-209.426,-139.878,-46.105,-27.741,0.000,-68.767,-91.429,0.000,-227.009,-64.078,-85.568,-38.681,0.000,-199.658,-72.283,-155.116,10.549,0.000,44.151,17.192,-28.132,58.608,-155.116
'[17:57:21.102 10/08/2055]',-189.499,-152.381,-52.357,-36.728,0.000,-260.611,-53.138,-70.720,-46.496,0.000,-49.621,-87.912,0.000,-261.001,-30.085,-69.939,-49.621,0.000,-78.535,-146.520,-186.374,-0.391,0.000,52.357,19.927,1.954,47.668,-186.374
'[17:57:21.105 10/08/2055]',-152.381,-196.142,-64.078,-21.099,0.000,-261.001,-46.496,-82.442,-42.979,0.000,-57.045,-92.601,0.000,-240.293,-47.277,-73.455,-47.277,0.000,-160.977,-63.687,-190.672,5.861,0.000,64.078,57.436,-23.053,45.714,-190.672
'[17:57:21.109 10/08/2055]',-42.979,-241.465,-99.634,-46.886,0.000,-299.683,-13.284,-57.045,-60.562,0.000,-58.217,-88.303,0.000,-208.254,-35.165,-73.846,-60.952,0.000,-84.786,-123.468,-156.679,-14.457,0.000,99.634,29.695,-70.330,57.045,-156.679
'[17:57:21.113 10/08/2055]',-128.156,-184.029,-107.839,-33.602,0.000,-286.007,-88.694,-28.523,-49.621,0.000,-63.687,-89.475,0.000,-203.956,-68.376,-69.158,-45.324,0.000,-185.201,51.966,-249.670,-5.470,0.000,107.839,41.807,-72.674,139.878,-249.670
'[17:57:21.117 10/08/2055]',-161.758,0.391,-219.976,-20.317,0.000,-255.922,-79.316,-31.258,-34.774,0.000,-61.343,-81.270,0.000,-195.751,-96.899,-50.794,-33.602,0.000,-230.525,82.833,-246.545,15.238,0.000,219.976,-59.389,-109.402,148.864,-246.545
'[17:57:21.121 10/08/2055]',-32.821,-69.548,-267.643,-21.490,0.000,-294.212,-117.607,45.714,-25.397,0.000,-63.687,-69.158,0.000,-200.830,-91.819,-48.059,-37.118,0.000,-137.534,-19.145,-236.777,13.284,0.000,267.643,-123.858,-71.893,124.249,-236.777
'[17:57:21.125 10/08/2055]',-12.503,-171.917,-226.227,-13.675,0.000,-368.840,-158.632,113.309,-10.159,0.000,-65.250,-56.654,0.000,-246.154,-93.382,-31.258,-39.072,0.000,-100.024,-109.402,-207.863,6.252,0.000,226.227,-12.112,-112.918,79.316,-207.863
'[17:57:21.129 10/08/2055]',117.607,-253.968,-221.538,-12.894,0.000,-435.653,91.819,-1.954,-24.615,0.000,-39.072,-51.966,0.000,-229.744,-84.786,-14.847,-39.853,0.000,-64.469,-128.938,-198.095,20.317,0.000,221.538,-26.960,-109.011,61.343,-198.095
'[17:57:21.133 10/08/2055]',60.171,-218.803,-193.407,-22.662,0.000,-397.363,75.800,-19.536,-33.602,0.000,-41.416,-53.138,0.000,-243.419,-52.357,-18.755,-46.496,0.000,-32.039,-173.480,-189.109,32.430,0.000,193.407,-64.860,-57.045,42.979,-189.109
'[17:57:21.137 10/08/2055]',-50.012,-223.101,-99.243,-33.602,0.000,-345.397,11.331,-26.178,-46.886,0.000,-60.171,-64.469,0.000,-175.824,-80.488,-58.999,-59.389,0.000,-237.949,19.145,-164.103,6.252,0.000,99.243,-8.205,-57.436,72.674,-164.103
'[17:57:21.141 10/08/2055]',-296.166,-33.602,-14.457,-41.416,0.000,-189.890,-3.907,-121.123,-69.939,0.000,-53.919,-84.786,0.000,-101.587,-69.548,-86.740,-65.250,0.000,-289.524,172.698,-219.976,10.549,0.000,14.457,5.079,-24.225,150.037,-219.976
'[17:57:21.145 10/08/2055]',-296.166,60.952,-55.092,-53.138,0.000,-159.414,-66.032,-58.999,-58.217,0.000,-47.277,-69.158,0.000,-128.938,-47.668,-52.747,-64.078,0.000,-209.817,36.337,-117.607,-5.079,0.000,55.092,-73.455,-5.861,71.502,-117.607
'[17:57:21.148 10/08/2055]',-143.394,-86.740,-83.223,-39.072,0.000,-191.062,-149.255,29.695,-41.807,0.000,-62.906,-63.687,0.000,-138.706,-38.681,-73.455,-73.065,0.000,-203.956,-34.383,-64.078,-23.443,0.000,83.223,-32.039,-76.581,63.687,-64.078
'[17:57:21.152 10/08/2055]',-151.600,-73.846,-112.918,-11.331,0.000,-284.835,-57.045,16.020,-23.053,0.000,-48.449,-53.138,0.000,-126.203,-31.258,-63.297,-50.403,0.000,-203.175,-11.331,-25.006,-32.821,0.000,112.918,33.993,-192.625,84.396,-25.006
'[17:57:21.156 10/08/2055]',-30.476,-8.596,-235.995,-32.039,0.000,-194.969,-39.463,-32.430,-39.463,0.000,-43.370,-53.919,0.000,-114.090,-43.370,-33.993,-59.389,0.000,-140.659,-59.780,-5.861,-44.933,0.000,235.995,-226.618,-131.673,127.375,-5.861
'[17:57:21.160 10/08/2055]',77.753,-137.924,-248.107,-10.159,0.000,-305.543,-16.410,19.145,-15.238,0.000,-51.184,-39.853,0.000,-184.811,-53.138,-27.350,-25.006,0.000,-151.209,-58.999,-68.376,-11.331,0.000,248.107,-132.845,-191.453,135.189,-68.376
'[17:57:21.164 10/08/2055]',-178.559,15.629,-129.328,-28.132,0.000,-188.327,-57.436,-35.946,-37.509,0.000,-51.184,-55.092,0.000,-134.799,-56.264,-48.059,-26.178,0.000,-73.846,-76.972,-108.620,-5.861,0.000,129.328,-76.972,-78.926,94.945,-108.620
'[17:57:21.168 10/08/2055]',-265.299,50.403,-92.991,-33.211,0.000,-45.714,-187.937,-56.654,-50.012,0.000,-57.827,-60.562,0.000,-152.772,-66.422,-27.741,-32.821,0.000,-87.521,-46.105,-138.315,-8.596,0.000,92.991,-163.712,88.694,74.237,-138.315
'[17:57:21.172 10/08/2055]',-285.226,49.621,-35.946,-46.886,0.000,-28.913,-217.631,-20.708,-50.012,0.000,-64.469,-56.654,0.000,-120.342,-52.747,-62.906,-57.827,0.000,-263.736,83.614,-98.071,-17.192,0.000,35.946,-84.786,10.940,88.303,-98.071
'[17:57:21.176 10/08/2055]',-90.647,-117.216,-113.700,-17.973,0.000,-177.778,-137.924,4.689,-27.741,0.000,-60.562,-44.542,0.000,-135.189,-38.291,-57.436,-59.780,0.000,-207.863,49.621,-111.746,-22.271,0.000,113.700,-57.436,-10.159,56.264,-111.746
'[17:57:21.180 10/08/2055]',-148.474,-26.960,-171.136,-21.490,0.000,-202.393,-169.573,31.258,-27.350,0.000,-71.111,-52.357,0.000,-49.621,-50.403,-111.355,-75.018,0.000,-370.794,305.153,-198.095,-24.615,0.000,171.136,-154.335,-95.336,266.471,-198.095
'[17:57:21.184 10/08/2055]',-206.691,-70.720,-56.264,-25.788,0.000,-137.534,-94.554,-85.568,-39.853,0.000,-71.111,-63.687,0.000,-69.158,-56.654,-121.514,-56.654,0.000,-377.827,303.980,-263.346,30.867,0.000,56.264,-35.556,-68.376,234.432,-263.346
'[17:57:21.188 10/08/2055]',-155.116,-202.002,53.138,-33.211,0.000,-147.692,31.258,-157.070,-62.125,0.000,-56.264,-71.893,0.000,-46.886,-26.569,-139.096,-71.502,0.000,-287.961,152.772,-126.593,-24.615,0.000,-53.138,-24.615,10.940,169.963,-126.593
'[17:57:21.191 10/08/2055]',-197.705,-64.860,-26.569,-37.509,0.000,-148.083,-6.252,-107.057,-64.469,0.000,-50.794,-60.952,0.000,-61.343,-50.012,-87.521,-58.608,0.000,-164.103,89.475,-144.957,-39.853,0.000,26.569,-118.388,35.556,194.188,-144.957
'[17:57:21.195 10/08/2055]',-267.643,-10.940,-107.839,18.755,0.000,-110.574,-152.381,-82.833,-19.927,0.000,-69.548,-63.297,0.000,-76.581,-90.647,-81.270,-30.867,0.000,-269.988,26.569,-7.033,-30.867,0.000,107.839,-106.667,32.430,25.788,-7.033
'[17:57:21.199 10/08/2055]',41.416,-84.786,-208.254,-10.549,0.000,-173.871,-78.535,17.582,-26.960,0.000,-53.138,-41.807,0.000,-30.085,-15.238,-79.707,-88.694,0.000,-284.835,48.840,153.553,-134.799,0.000,208.254,-221.148,-28.132,37.118,153.553
'[17:57:21.203 10/08/2055]',343.053,-86.349,-561.856,53.919,0.000,-533.724,-28.913,244.200,67.204,0.000,-44.933,3.907,0.000,-107.057,-31.648,-21.880,-32.039,0.000,-157.851,-14.847,73.455,-94.945,0.000,561.856,-278.584,-225.446,46.105,73.455
'[17:57:21.207 10/08/2055]',63.297,-23.053,-426.667,62.906,0.000,-328.205,-217.241,157.851,64.469,0.000,-84.005,-27.350,0.000,-97.289,-13.284,-110.574,-40.244,0.000,-269.597,-35.556,103.150,-61.734,0.000,426.667,-86.349,-267.643,-24.615,103.150
'[17:57:21.211 10/08/2055]',69.158,-150.427,-150.427,-3.516,0.000,-165.665,-40.244,-21.490,-7.033,0.000,-69.548,-38.291,0.000,5.079,1.172,-127.375,-58.608,0.000,-314.530,144.957,67.985,-79.316,0.000,150.427,-97.289,-105.104,82.833,67.985
'[17:57:21.215 10/08/2055]',-81.270,-54.310,-85.568,6.642,0.000,-139.878,2.344,-83.223,6.252,0.000,-66.422,-24.615,0.000,-27.350,-19.927,-89.866,-8.205,0.000,-187.546,132.063,-66.422,-24.615,0.000,85.568,-79.707,-92.991,191.844,-66.422
'[17:57:21.219 10/08/2055]',-349.304,102.369,-4.298,11.722,0.000,86.740,-100.415,-205.519,-18.755,0.000,-71.111,-30.867,0.000,-79.316,-31.258,-20.708,2.735,0.000,-44.933,51.575,-126.593,-10.549,0.000,4.298,-87.912,13.675,226.227,-126.593
'[17:57:21.223 10/08/2055]',-306.716,74.628,-15.629,-7.814,0.000,48.449,-146.520,-131.673,-24.615,0.000,-76.972,-27.350,0.000,-65.250,-56.264,-31.258,3.126,0.000,-107.839,170.354,-208.645,-4.689,0.000,15.629,-125.812,-10.159,352.821,-208.645
'[17:57:21.227 10/08/2055]',-100.806,72.283,-188.718,17.582,0.000,-116.435,-5.470,-84.005,6.642,0.000,-57.045,-5.470,0.000,-100.415,-7.814,-32.039,20.708,0.000,-75.800,189.499,-255.531,20.708,0.000,188.718,-182.857,-5.079,284.835,-255.531
'[17:57:21.230 10/08/2055]',-90.256,-45.714,-110.965,-14.457,0.000,-60.952,-91.429,-78.144,-31.258,0.000,-74.237,-18.364,0.000,-154.725,-21.099,-33.211,-3.516,0.000,-84.005,-26.569,-103.932,1.172,0.000,110.965,-28.523,-43.761,78.535,-103.932
'[17:57:21.234 10/08/2055]',-96.508,-118.779,52.357,-44.542,0.000,-66.032,46.886,-130.501,-58.608,0.000,-64.860,-24.615,0.000,-16.020,-23.053,-104.322,-37.509,0.000,-223.492,96.508,-22.271,-33.602,0.000,-52.357,33.211,-0.781,49.231,-22.271
'[17:57:21.238 10/08/2055]',8.596,-48.059,-46.105,-40.635,0.000,-112.137,96.117,-75.409,-35.165,0.000,-53.919,-2.344,0.000,20.317,-10.549,-90.647,-26.569,0.000,-287.570,270.769,-55.873,-35.946,0.000,46.105,-109.011,45.324,81.661,-55.873
'[17:57:21.242 10/08/2055]',202.002,-139.096,-137.534,4.689,0.000,-184.420,107.448,-12.503,19.927,0.000,-42.589,19.927,0.000,-11.722,-29.304,-34.774,12.112,0.000,-157.460,111.355,12.112,-30.867,0.000,137.534,-103.932,-34.774,23.443,12.112
'[17:57:21.246 10/08/2055]',-117.216,151.209,-177.778,26.569,0.000,-69.939,-75.409,-14.066,43.761,0.000,-58.608,5.470,0.000,-15.238,-34.383,-60.952,28.132,0.000,-139.096,113.309,-59.389,1.563,0.000,177.778,-180.513,0.391,86.349,-59.389
'[17:57:21.250 10/08/2055]',-191.453,237.949,-238.730,30.867,0.000,13.675,-190.281,-23.053,39.463,0.000,-73.455,-16.410,0.000,0.000,-22.271,-101.197,12.112,0.000,-246.935,209.426,-80.488,5.861,0.000,238.730,-293.431,55.092,113.700,-80.488
'[17:57:21.254 10/08/2055]',-313.358,197.314,-48.840,20.708,0.000,145.348,-244.200,-64.860,19.536,0.000,-69.158,-28.132,0.000,-13.284,3.516,-106.276,9.768,0.000,-196.923,92.601,0.781,-2.735,0.000,48.840,-127.375,48.059,66.422,0.781
'[17:57:21.258 10/08/2055]',-435.263,77.753,227.399,-21.490,0.000,225.836,-170.745,-182.076,-23.443,0.000,-62.515,-43.370,0.000,-8.205,5.470,-113.309,-3.126,0.000,-232.869,53.529,48.059,10.159,0.000,-227.399,-18.755,154.335,3.907,48.059
'[17:57:21.262 10/08/2055]',-364.933,33.211,269.597,-43.761,0.000,205.910,-80.488,-185.983,-44.933,0.000,-42.198,-35.165,0.000,10.159,19.145,-79.316,-31.648,0.000,-236.386,65.641,148.083,-60.952,0.000,-269.597,-5.861,148.083,-7.814,148.083
'[17:57:21.266 10/08/2055]',-205.910,-42.198,196.532,-35.165,0.000,96.508,-16.410,-135.971,-29.695,0.000,-28.913,-21.099,0.000,-2.735,18.364,-47.668,-23.443,0.000,-178.950,49.231,144.176,-71.502,0.000,-196.532,-5.861,98.462,-0.391,144.176
'[17:57:21.270 10/08/2055]',-150.818,-33.211,109.402,-26.569,0.000,27.741,-7.424,-105.885,-14.457,0.000,-27.741,-20.708,0.000,-27.741,2.735,-33.211,-16.020,0.000,-136.752,23.834,96.899,-59.780,0.000,-109.402,-41.026,89.084,-7.814,96.899
'[17:57:21.273 10/08/2055]',-169.573,45.324,15.629,-26.960,0.000,12.503,-51.966,-77.363,-17.192,0.000,-30.867,-27.741,0.000,-22.662,0.391,-42.198,-19.145,0.000,-134.799,50.794,61.343,-63.687,0.000,-15.629,-94.945,73.455,23.053,61.343
'[17:57:21.277 10/08/2055]',-163.321,57.827,-21.880,-28.523,0.000,1.172,-80.488,-53.529,-21.099,0.000,-34.383,-33.602,0.000,-19.927,5.470,-58.608,-16.801,0.000,-134.799,76.190,10.940,-44.151,0.000,21.880,-101.978,66.422,41.026,10.940
'[17:57:21.281 10/08/2055]',-161.758,31.648,16.801,-23.053,0.000,-8.596,-66.032,-47.668,-11.722,0.000,-31.648,-31.648,0.000,-28.913,12.894,-57.045,-9.768,0.000,-123.858,67.204,-1.172,-26.960,0.000,-16.801,-75.800,77.753,29.304,-1.172
'[17:57:21.285 10/08/2055]',-162.540,25.788,29.304,-25.006,0.000,-21.099,-43.370,-53.529,-11.722,0.000,-22.271,-28.132,0.000,-40.635,18.755,-50.403,-4.689,0.000,-123.077,48.840,16.410,-21.099,0.000,-29.304,-64.469,71.111,10.940,16.410
'[17:57:21.289 10/08/2055]',-152.381,30.867,18.364,-33.602,0.000,-31.648,-39.072,-48.059,-15.238,0.000,-18.755,-27.741,0.000,-56.654,20.708,-50.403,-10.549,0.000,-127.766,49.231,7.814,-28.132,0.000,-18.364,-64.469,66.813,11.331,7.814
'[17:57:21.293 10/08/2055]',-152.772,28.523,10.549,-31.258,0.000,-55.482,-37.118,-40.244,-9.377,0.000,-22.271,-28.132,0.000,-78.144,17.192,-47.668,-13.284,0.000,-134.017,46.886,-5.079,-30.085,0.000,-10.549,-61.734,67.204,7.814,-5.079
'[17:57:21.297 10/08/2055]',-145.348,29.695,1.172,-24.615,0.000,-60.171,-33.602,-39.072,-3.516,0.000,-19.927,-27.741,0.000,-93.773,14.066,-42.589,2.735,0.000,-137.924,39.853,-7.814,-13.284,0.000,-1.172,-52.357,61.343,0.391,-7.814
'[17:57:21.301 10/08/2055]',-137.534,22.662,7.033,-27.350,0.000,-53.919,-34.774,-36.728,-6.642,0.000,-16.801,-27.741,0.000,-92.601,9.768,-41.807,5.470,0.000,-137.534,38.681,-8.596,-11.331,0.000,-7.033,-43.370,58.608,1.563,-8.596
'[17:57:21.305 10/08/2055]',-143.004,22.662,11.331,-16.410,0.000,-60.171,-29.695,-32.430,-0.391,0.000,-17.192,-24.615,0.000,-85.958,8.205,-35.556,5.470,0.000,-131.282,31.648,1.172,-10.549,0.000,-11.331,-39.072,55.873,-3.516,1.172
'[17:57:21.309 10/08/2055]',-129.719,23.053,0.000,2.735,0.000,-50.794,-26.178,-34.774,10.549,0.000,-12.503,-21.099,0.000,-75.018,7.424,-30.085,10.549,0.000,-118.388,20.708,11.331,-1.954,0.000,0.000,-27.741,44.542,-17.973,11.331
'[17:57:21.313 10/08/2055]',-125.812,23.443,5.470,-3.516,0.000,-47.668,-21.099,-33.993,4.298,0.000,-7.424,-16.801,0.000,-67.204,9.377,-24.615,9.768,0.000,-109.402,21.880,15.629,-2.735,0.000,-5.470,-31.648,45.714,-14.457,15.629
'[17:57:21.316 10/08/2055]',-123.077,17.582,3.907,-3.516,0.000,-49.231,-19.145,-34.774,0.781,0.000,-5.861,-15.238,0.000,-79.316,10.549,-22.271,6.642,0.000,-113.309,17.582,7.814,1.954,0.000,-3.907,-21.880,41.807,-17.582,7.814
'[17:57:21.320 10/08/2055]',-113.309,11.331,-5.470,0.781,0.000,-46.105,-17.582,-37.509,-2.735,0.000,-4.689,-14.066,0.000,-92.210,11.331,-19.145,0.000,0.000,-113.309,5.079,8.987,-1.954,0.000,5.470,-6.642,35.556,-30.085,8.987
'[17:57:21.324 10/08/2055]',-116.044,9.377,1.172,-10.159,0.000,-47.668,-16.020,-36.337,-12.503,0.000,-1.563,-12.503,0.000,-87.912,8.205,-15.238,-3.516,0.000,-105.885,3.126,7.424,-4.298,0.000,-1.172,-6.642,44.542,-32.430,7.424
'[17:57:21.328 10/08/2055]',-120.733,5.861,7.033,-10.159,0.000,-50.794,-14.847,-32.821,-16.020,0.000,-1.563,-9.377,0.000,-92.210,6.642,-12.503,-3.516,0.000,-109.792,0.000,9.768,-3.516,0.000,-7.033,-1.172,39.853,-30.867,9.768
'[17:57:21.332 10/08/2055]',-117.216,1.563,-0.781,4.298,0.000,-54.701,-12.112,-31.648,-10.159,0.000,-5.470,-6.252,0.000,-81.661,1.954,-12.112,-0.781,0.000,-95.336,-10.159,9.377,1.954,0.000,0.781,9.768,33.602,-46.496,9.377
'[17:57:21.336 10/08/2055]',-113.309,-1.563,7.424,-3.126,0.000,-53.138,-10.159,-28.913,-14.847,0.000,-3.516,-1.172,0.000,-62.125,-2.344,-9.768,-3.907,0.000,-78.535,-11.331,13.675,-3.907,0.000,-7.424,9.377,30.085,-42.198,13.675
'[17:57:21.340 10/08/2055]',-108.620,-4.298,16.801,1.954,0.000,-51.184,-3.516,-23.443,-12.112,0.000,-0.391,7.033,0.000,-62.906,-2.344,-3.907,5.079,0.000,-76.972,-15.629,22.662,3.907,0.000,-16.801,11.331,25.788,-37.118,22.662
'[17:57:21.344 10/08/2055]',-97.289,-7.814,17.973,11.722,0.000,-45.324,-2.344,-19.145,-5.861,0.000,1.954,12.503,0.000,-67.595,-1.954,-1.954,12.503,0.000,-75.409,-21.099,21.099,15.238,0.000,-17.973,18.364,23.053,-44.542,21.099
'[17:57:21.348 10/08/2055]',-94.945,-6.642,28.913,1.954,0.000,-41.026,0.000,-16.801,-10.940,0.000,3.907,12.894,0.000,-71.502,-1.172,1.563,5.079,0.000,-74.628,-21.880,23.053,7.424,0.000,-28.913,15.238,30.085,-44.933,23.053
'[17:57:21.352 10/08/2055]',-91.038,-12.112,30.085,0.000,0.000,-41.026,0.000,-13.284,-16.020,0.000,7.424,14.847,0.000,-74.628,1.172,7.033,5.079,0.000,-69.158,-21.099,23.834,5.470,0.000,-30.085,21.099,26.569,-37.900,23.834
'[17:57:21.355 10/08/2055]',-91.819,-12.112,32.039,13.284,0.000,-48.449,0.391,-8.987,0.000,0.000,5.079,19.927,0.000,-80.879,-0.391,9.377,18.755,0.000,-66.813,-25.397,18.364,20.708,0.000,-32.039,27.350,24.615,-44.933,18.364
'[17:57:21.359 10/08/2055]',-87.131,-21.099,31.258,11.722,0.000,-53.919,-3.516,-6.252,0.781,0.000,-2.735,21.880,0.000,-92.210,-5.079,10.940,10.549,0.000,-62.125,-35.165,10.940,10.159,0.000,-31.258,40.635,23.053,-53.919,10.940
'[17:57:21.363 10/08/2055]',-86.349,-26.960,25.788,15.629,0.000,-61.734,-6.252,-3.516,2.344,0.000,-7.814,26.960,0.000,-105.885,-8.205,12.894,10.549,0.000,-62.906,-39.463,7.033,4.689,0.000,-25.788,47.277,23.443,-53.529,7.033
'[17:57:21.367 10/08/2055]',-91.038,-27.741,26.960,17.582,0.000,-64.078,-8.205,-2.344,3.516,0.000,-10.159,30.085,0.000,-114.481,-9.377,13.284,33.211,0.000,-64.078,-50.794,10.940,25.788,0.000,-26.960,48.059,33.993,-65.641,10.940
'[17:57:21.371 10/08/2055]',-83.614,-31.258,29.695,17.192,0.000,-52.747,-11.722,-3.907,2.735,0.000,-12.503,25.006,0.000,-115.653,-8.596,9.377,20.317,0.000,-65.641,-51.184,1.954,18.755,0.000,-29.695,49.231,35.165,-64.078,1.954
'[17:57:21.375 10/08/2055]',-80.879,-26.569,34.774,7.033,0.000,-44.542,-7.424,-5.079,-5.079,0.000,-11.331,21.490,0.000,-91.038,-6.642,7.814,5.079,0.000,-55.482,-37.118,0.781,5.470,0.000,-34.774,36.728,39.853,-51.575,0.781
'[17:57:21.379 10/08/2055]',-78.535,-29.304,35.165,7.424,0.000,-37.118,-9.768,-10.940,-4.689,0.000,-11.722,18.364,0.000,-66.422,-8.987,1.954,12.894,0.000,-42.589,-32.430,0.000,14.847,0.000,-35.165,35.556,38.291,-42.979,0.000
'[17:57:21.383 10/08/2055]',-72.283,-38.681,36.728,1.563,0.000,-35.946,-14.066,-14.457,-4.689,0.000,-17.582,10.549,0.000,-61.343,-13.284,-3.516,-5.079,0.000,-39.072,-39.463,-5.861,0.781,0.000,-36.728,43.761,27.350,-41.416,-5.861
'[17:57:21.387 10/08/2055]',-68.767,-42.198,37.509,7.033,0.000,-35.556,-14.457,-16.410,1.954,0.000,-18.755,6.642,0.000,-54.310,-14.847,-7.033,-7.814,0.000,-33.993,-35.165,-10.549,-4.689,0.000,-37.509,42.979,30.867,-38.681,-10.549
'[17:57:21.391 10/08/2055]',-70.330,-50.794,29.304,10.940,0.000,-40.635,-17.192,-19.927,0.000,0.000,-19.145,3.126,0.000,-65.641,-16.410,-7.033,12.112,0.000,-35.946,-49.231,0.000,7.033,0.000,-29.304,51.575,30.867,-44.542,0.000
'[17:57:21.395 10/08/2055]',-67.985,-50.403,25.788,18.364,0.000,-35.946,-15.629,-22.271,2.735,0.000,-17.582,0.000,0.000,-72.674,-16.410,-5.861,22.271,0.000,-38.681,-56.654,1.954,18.364,0.000,-25.788,56.264,30.476,-48.840,1.954
'[17:57:21.398 10/08/2055]',-64.078,-50.794,33.211,22.271,0.000,-32.430,-13.675,-19.927,8.596,0.000,-18.755,-1.954,0.000,-69.158,-14.847,-5.861,16.801,0.000,-35.556,-51.966,0.391,11.722,0.000,-33.211,55.873,39.853,-52.357,0.391
